id,date_time,date_time_of_next_variable_1,hours_until_next,date_time_of_next_variable_2,hours_until_next_2,score,ScoreCategory,accesscomplexity,confidentialityimpact,integrityimpact,availabilityimpact
CVE-2012-3330,11/14/2012 7:30:59,11/14/2012 7:30:59,0,11/14/2012 7:30:59,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-4847,11/14/2012 7:30:59,11/14/2012 7:30:59,0,11/14/2012 7:30:59,0,4,2,LOW,NONE,NONE,PARTIAL
CVE-2012-4851,11/14/2012 7:30:59,11/14/2012 7:30:59,0,11/14/2012 7:30:59,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-4853,11/14/2012 7:30:59,11/14/2012 7:30:59,0,11/14/2012 7:30:59,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4948,11/14/2012 7:30:59,11/14/2012 7:30:59,0,11/14/2012 7:30:59,0,5.3,2,HIGH,COMPLETE,PARTIAL,NONE
CVE-2012-4955,11/15/2012 6:58:40,11/15/2012 6:58:40,0,11/15/2012 19:55:01,12.9391666666667,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5851,11/15/2012 6:58:40,11/15/2012 19:55:01,12.9391666666667,11/15/2012 19:55:01,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5523,11/15/2012 19:55:01,11/15/2012 19:55:01,0,11/16/2012 7:24:24,11.4897222222222,5.5,2,LOW,PARTIAL,PARTIAL,NONE
CVE-2012-5777,11/15/2012 19:55:01,11/16/2012 7:24:24,11.4897222222222,11/16/2012 7:24:24,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4612,11/15/2012 19:55:01,11/15/2012 19:55:01,0,11/15/2012 19:55:01,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-4613,11/15/2012 19:55:01,11/15/2012 19:55:01,0,11/15/2012 19:55:01,0,6.9,2,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2012-5522,11/15/2012 19:55:01,11/15/2012 19:55:01,0,11/15/2012 19:55:01,0,5.5,2,LOW,PARTIAL,PARTIAL,NONE
CVE-2012-5883,11/16/2012 7:24:24,11/16/2012 7:24:24,0,11/16/2012 16:55:01,9.51027777777778,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5884,11/16/2012 7:24:24,11/16/2012 16:55:01,9.51027777777778,11/16/2012 16:55:01,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-4189,11/16/2012 7:24:24,11/16/2012 7:24:24,0,11/16/2012 7:24:24,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-4197,11/16/2012 7:24:24,11/16/2012 7:24:24,0,11/16/2012 7:24:24,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-4198,11/16/2012 7:24:24,11/16/2012 7:24:24,0,11/16/2012 7:24:24,0,4,2,LOW,PARTIAL,NONE,NONE
CVE-2012-4199,11/16/2012 7:24:24,11/16/2012 7:24:24,0,11/16/2012 7:24:24,0,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2012-5881,11/16/2012 7:24:24,11/16/2012 7:24:24,0,11/16/2012 7:24:24,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5882,11/16/2012 7:24:24,11/16/2012 7:24:24,0,11/16/2012 7:24:24,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-2733,11/16/2012 16:55:01,11/16/2012 16:55:01,0,11/17/2012 14:55:01,22,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-5172,11/16/2012 16:55:01,11/17/2012 14:55:01,22,11/17/2012 14:55:02,.000277777777777778,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-5856,11/17/2012 14:55:01,11/17/2012 14:55:02,.000277777777777778,11/17/2012 14:55:02,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5886,11/17/2012 14:55:02,11/17/2012 14:55:02,0,11/17/2012 16:55:01,1.99972222222222,5,2,LOW,NONE,PARTIAL,NONE
CVE-2012-5887,11/17/2012 14:55:02,11/17/2012 16:55:01,1.99972222222222,11/17/2012 16:55:01,0,5,2,LOW,NONE,PARTIAL,NONE
CVE-2012-5885,11/17/2012 14:55:02,11/17/2012 14:55:02,0,11/17/2012 14:55:02,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-5889,11/17/2012 16:55:01,11/17/2012 16:55:01,0,11/17/2012 16:55:03,.000555555555555556,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5890,11/17/2012 16:55:01,11/17/2012 16:55:03,.000555555555555556,11/17/2012 16:55:03,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-5888,11/17/2012 16:55:01,11/17/2012 16:55:01,0,11/17/2012 16:55:01,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5891,11/17/2012 16:55:03,11/17/2012 16:55:03,0,11/17/2012 16:55:04,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5892,11/17/2012 16:55:03,11/17/2012 16:55:04,.000277777777777778,11/17/2012 16:55:04,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-5901,11/17/2012 16:55:04,11/17/2012 16:55:04,0,11/17/2012 16:55:05,.000277777777777778,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-5902,11/17/2012 16:55:04,11/17/2012 16:55:05,.000277777777777778,11/17/2012 16:55:05,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5893,11/17/2012 16:55:04,11/17/2012 16:55:04,0,11/17/2012 16:55:04,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5898,11/17/2012 16:55:04,11/17/2012 16:55:04,0,11/17/2012 16:55:04,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5899,11/17/2012 16:55:04,11/17/2012 16:55:04,0,11/17/2012 16:55:04,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5910,11/17/2012 16:55:05,11/17/2012 16:55:05,0,11/17/2012 16:55:06,.000277777777777778,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5911,11/17/2012 16:55:05,11/17/2012 16:55:06,.000277777777777778,11/17/2012 16:55:06,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5903,11/17/2012 16:55:05,11/17/2012 16:55:05,0,11/17/2012 16:55:05,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5904,11/17/2012 16:55:05,11/17/2012 16:55:05,0,11/17/2012 16:55:05,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5905,11/17/2012 16:55:05,11/17/2012 16:55:05,0,11/17/2012 16:55:05,0,4,2,LOW,NONE,NONE,PARTIAL
CVE-2012-5906,11/17/2012 16:55:05,11/17/2012 16:55:05,0,11/17/2012 16:55:05,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5907,11/17/2012 16:55:05,11/17/2012 16:55:05,0,11/17/2012 16:55:05,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-5908,11/17/2012 16:55:05,11/17/2012 16:55:05,0,11/17/2012 16:55:05,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5916,11/17/2012 16:55:06,11/17/2012 16:55:06,0,11/18/2012 14:55:01,21.9986111111111,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-5917,11/17/2012 16:55:06,11/18/2012 14:55:01,21.9986111111111,11/18/2012 16:55:00,1.99972222222222,4.3,2,MEDIUM,NONE,NONE,PARTIAL
CVE-2012-5913,11/17/2012 16:55:06,11/17/2012 16:55:06,0,11/17/2012 16:55:06,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5915,11/17/2012 16:55:06,11/17/2012 16:55:06,0,11/17/2012 16:55:06,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-4575,11/18/2012 14:55:01,11/18/2012 16:55:00,1.99972222222222,11/18/2012 16:55:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-4937,11/18/2012 16:55:00,11/18/2012 16:55:00,0,11/18/2012 16:55:01,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4942,11/18/2012 16:55:00,11/18/2012 16:55:01,.000277777777777778,11/18/2012 16:55:01,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-4935,11/18/2012 16:55:00,11/18/2012 16:55:00,0,11/18/2012 16:55:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4936,11/18/2012 16:55:00,11/18/2012 16:55:00,0,11/18/2012 16:55:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4947,11/18/2012 16:55:01,11/18/2012 16:55:01,0,11/18/2012 18:55:01,2,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-4950,11/18/2012 16:55:01,11/18/2012 18:55:01,2,11/18/2012 18:55:01,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-4943,11/18/2012 16:55:01,11/18/2012 16:55:01,0,11/18/2012 16:55:01,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4946,11/18/2012 16:55:01,11/18/2012 16:55:01,0,11/18/2012 16:55:01,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-4552,11/18/2012 18:55:01,11/18/2012 19:55:00,.999722222222222,11/19/2012 7:10:48,11.2633333333333,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4520,11/18/2012 18:55:01,11/18/2012 18:55:01,0,11/18/2012 19:55:00,.999722222222222,6.4,2,LOW,PARTIAL,PARTIAL,NONE
CVE-2012-4533,11/18/2012 19:55:00,11/19/2012 7:10:48,11.2633333333333,11/19/2012 7:10:48,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2011-2486,11/19/2012 7:10:48,11/19/2012 7:10:49,.000277777777777778,11/19/2012 7:10:51,.000555555555555556,5,2,LOW,NONE,PARTIAL,NONE
CVE-2011-0433,11/19/2012 7:10:48,11/19/2012 7:10:48,0,11/19/2012 7:10:49,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2011-5244,11/19/2012 7:10:49,11/19/2012 7:10:51,.000555555555555556,11/19/2012 7:10:52,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4233,11/19/2012 7:10:51,11/19/2012 7:10:52,.000277777777777778,11/19/2012 7:10:52,0,4.3,2,MEDIUM,NONE,NONE,PARTIAL
CVE-2012-4423,11/19/2012 7:10:52,11/19/2012 7:10:52,0,11/19/2012 7:10:54,.000555555555555556,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-4541,11/19/2012 7:10:52,11/19/2012 7:10:54,.000555555555555556,11/19/2012 7:10:55,.000277777777777778,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5918,11/19/2012 7:10:54,11/19/2012 7:10:55,.000277777777777778,11/19/2012 19:55:00,12.7347222222222,4,2,LOW,NONE,PARTIAL,NONE
CVE-2012-5919,11/19/2012 7:10:55,11/19/2012 19:55:00,12.7347222222222,11/19/2012 19:55:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2011-4612,11/19/2012 19:55:00,11/19/2012 19:55:00,0,11/19/2012 19:55:01,.000277777777777778,5,2,LOW,NONE,PARTIAL,NONE
CVE-2012-3354,11/19/2012 19:55:00,11/19/2012 19:55:01,.000277777777777778,11/19/2012 19:55:01,0,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2012-5920,11/19/2012 19:55:01,11/20/2012 0:52:02,4.95027777777778,11/21/2012 7:55:01,31.0497222222222,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-4566,11/19/2012 19:55:01,11/19/2012 19:55:01,0,11/20/2012 0:52:02,4.95027777777778,6.4,2,LOW,PARTIAL,PARTIAL,NONE
CVE-2012-4510,11/19/2012 19:55:01,11/19/2012 19:55:01,0,11/19/2012 19:55:01,0,5.8,2,MEDIUM,PARTIAL,PARTIAL,NONE
CVE-2012-4523,11/19/2012 19:55:01,11/19/2012 19:55:01,0,11/19/2012 19:55:01,0,6.4,2,LOW,PARTIAL,PARTIAL,NONE
CVE-2012-4563,11/19/2012 19:55:01,11/19/2012 19:55:01,0,11/19/2012 19:55:01,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5703,11/20/2012 0:52:02,11/21/2012 7:55:01,31.0497222222222,11/21/2012 7:55:01,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-4205,11/21/2012 7:55:01,11/21/2012 7:55:01,0,11/21/2012 7:55:02,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4206,11/21/2012 7:55:01,11/21/2012 7:55:02,.000277777777777778,11/21/2012 7:55:02,0,6.9,2,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2012-4201,11/21/2012 7:55:01,11/21/2012 7:55:01,0,11/21/2012 7:55:01,0,6.4,2,LOW,PARTIAL,PARTIAL,NONE
CVE-2012-4203,11/21/2012 7:55:01,11/21/2012 7:55:01,0,11/21/2012 7:55:01,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5471,11/21/2012 7:55:02,11/21/2012 7:55:02,0,11/21/2012 7:55:03,.000277777777777778,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5472,11/21/2012 7:55:02,11/21/2012 7:55:03,.000277777777777778,11/21/2012 7:55:03,0,4,2,LOW,NONE,PARTIAL,NONE
CVE-2012-4207,11/21/2012 7:55:02,11/21/2012 7:55:02,0,11/21/2012 7:55:02,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-4208,11/21/2012 7:55:02,11/21/2012 7:55:02,0,11/21/2012 7:55:02,0,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2012-4209,11/21/2012 7:55:02,11/21/2012 7:55:02,0,11/21/2012 7:55:02,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5837,11/21/2012 7:55:03,11/21/2012 7:55:03,0,11/21/2012 18:55:01,10.9994444444444,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5841,11/21/2012 7:55:03,11/21/2012 18:55:01,10.9994444444444,11/21/2012 18:55:01,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5473,11/21/2012 7:55:03,11/21/2012 7:55:03,0,11/21/2012 7:55:03,0,4,2,LOW,PARTIAL,NONE,NONE
CVE-2012-5479,11/21/2012 7:55:03,11/21/2012 7:55:03,0,11/21/2012 7:55:03,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5480,11/21/2012 7:55:03,11/21/2012 7:55:03,0,11/21/2012 7:55:03,0,6.4,2,LOW,PARTIAL,NONE,PARTIAL
CVE-2012-5481,11/21/2012 7:55:03,11/21/2012 7:55:03,0,11/21/2012 7:55:03,0,4,2,LOW,PARTIAL,NONE,NONE
CVE-2012-5830,11/21/2012 7:55:03,11/21/2012 7:55:03,0,11/21/2012 7:55:03,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4527,11/21/2012 18:55:01,11/21/2012 18:55:02,.000277777777777778,11/22/2012 7:28:38,12.56,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4426,11/21/2012 18:55:01,11/21/2012 18:55:01,0,11/21/2012 18:55:02,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4409,11/21/2012 18:55:01,11/21/2012 18:55:01,0,11/21/2012 18:55:01,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5526,11/21/2012 18:55:02,11/22/2012 7:28:38,12.56,11/22/2012 7:28:40,.000555555555555556,5,2,LOW,NONE,PARTIAL,NONE
CVE-2012-2084,11/22/2012 7:28:38,11/22/2012 7:28:40,.000555555555555556,11/23/2012 7:09:54,23.6872222222222,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-2211,11/22/2012 7:28:40,11/23/2012 7:09:54,23.6872222222222,11/23/2012 7:09:55,.000277777777777778,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5173,11/23/2012 7:09:54,11/23/2012 7:09:55,.000277777777777778,11/23/2012 14:55:01,7.75166666666667,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5756,11/23/2012 7:09:55,11/23/2012 14:55:01,7.75166666666667,11/23/2012 15:55:01,1,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-1330,11/23/2012 14:55:01,11/23/2012 15:55:01,1,11/23/2012 15:55:01,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2011-2908,11/23/2012 15:55:01,11/23/2012 15:55:01,0,11/23/2012 15:55:02,.000277777777777778,6,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2011-4085,11/23/2012 15:55:01,11/23/2012 15:55:02,.000277777777777778,11/23/2012 15:55:02,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2011-1096,11/23/2012 15:55:01,11/23/2012 15:55:01,0,11/23/2012 15:55:01,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-1167,11/23/2012 15:55:02,11/23/2012 15:55:02,0,11/23/2012 15:55:03,.000277777777777778,4.6,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2012-3431,11/23/2012 15:55:02,11/23/2012 15:55:03,.000277777777777778,11/23/2012 15:55:03,0,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2011-5245,11/23/2012 15:55:02,11/23/2012 15:55:02,0,11/23/2012 15:55:02,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-0818,11/23/2012 15:55:02,11/23/2012 15:55:02,0,11/23/2012 15:55:02,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-4601,11/23/2012 15:55:03,11/23/2012 15:55:03,0,11/23/2012 15:55:04,.000277777777777778,6,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-4602,11/23/2012 15:55:03,11/23/2012 15:55:04,.000277777777777778,11/23/2012 15:55:04,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-3495,11/23/2012 15:55:03,11/23/2012 15:55:03,0,11/23/2012 15:55:03,0,6.1,2,LOW,PARTIAL,PARTIAL,COMPLETE
CVE-2012-3496,11/23/2012 15:55:03,11/23/2012 15:55:03,0,11/23/2012 15:55:03,0,4.7,2,MEDIUM,NONE,NONE,COMPLETE
CVE-2012-3497,11/23/2012 15:55:03,11/23/2012 15:55:03,0,11/23/2012 15:55:03,0,6.9,2,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2012-3498,11/23/2012 15:55:03,11/23/2012 15:55:03,0,11/23/2012 15:55:03,0,5.6,2,LOW,PARTIAL,NONE,COMPLETE
CVE-2012-3516,11/23/2012 15:55:03,11/23/2012 15:55:03,0,11/23/2012 15:55:03,0,6.9,2,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2012-4411,11/23/2012 15:55:03,11/23/2012 15:55:03,0,11/23/2012 15:55:03,0,4.6,2,LOW,COMPLETE,NONE,NONE
CVE-2012-6035,11/23/2012 15:55:04,11/23/2012 15:55:04,0,11/24/2012 15:55:02,23.9994444444444,6.9,2,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2012-6036,11/23/2012 15:55:04,11/24/2012 15:55:02,23.9994444444444,11/24/2012 15:55:02,0,4.4,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-6031,11/23/2012 15:55:04,11/23/2012 15:55:04,0,11/23/2012 15:55:04,0,4.7,2,MEDIUM,NONE,NONE,COMPLETE
CVE-2012-6032,11/23/2012 15:55:04,11/23/2012 15:55:04,0,11/23/2012 15:55:04,0,4.9,2,LOW,NONE,NONE,COMPLETE
CVE-2012-6033,11/23/2012 15:55:04,11/23/2012 15:55:04,0,11/23/2012 15:55:04,0,4.4,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-6034,11/23/2012 15:55:04,11/23/2012 15:55:04,0,11/23/2012 15:55:04,0,4.4,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-2253,11/24/2012 15:55:02,11/24/2012 15:55:02,0,11/24/2012 15:55:03,.000277777777777778,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-3433,11/24/2012 15:55:02,11/24/2012 15:55:03,.000277777777777778,11/24/2012 15:55:03,0,4.9,2,LOW,NONE,NONE,COMPLETE
CVE-2012-2239,11/24/2012 15:55:02,11/24/2012 15:55:02,0,11/24/2012 15:55:02,0,6.4,2,LOW,PARTIAL,PARTIAL,NONE
CVE-2012-2243,11/24/2012 15:55:02,11/24/2012 15:55:02,0,11/24/2012 15:55:02,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-2244,11/24/2012 15:55:02,11/24/2012 15:55:02,0,11/24/2012 15:55:02,0,6,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-2246,11/24/2012 15:55:02,11/24/2012 15:55:02,0,11/24/2012 15:55:02,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-2247,11/24/2012 15:55:02,11/24/2012 15:55:02,0,11/24/2012 15:55:02,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-4522,11/24/2012 15:55:03,11/24/2012 15:55:03,0,11/24/2012 15:55:04,.000277777777777778,5,2,LOW,NONE,PARTIAL,NONE
CVE-2012-4538,11/24/2012 15:55:03,11/24/2012 15:55:04,.000277777777777778,11/24/2012 15:55:04,0,4.9,2,LOW,NONE,NONE,COMPLETE
CVE-2012-5533,11/24/2012 15:55:04,11/24/2012 15:55:04,0,11/26/2012 7:45:22,39.8383333333333,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-6037,11/24/2012 15:55:04,11/26/2012 7:45:22,39.8383333333333,11/26/2012 7:45:22,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-2437,11/26/2012 7:45:22,11/26/2012 7:45:22,0,11/26/2012 17:55:01,10.1608333333333,5,2,LOW,NONE,PARTIAL,NONE
CVE-2012-2438,11/26/2012 7:45:22,11/26/2012 17:55:01,10.1608333333333,11/26/2012 17:55:01,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-0698,11/26/2012 7:45:22,11/26/2012 7:45:22,0,11/26/2012 7:45:22,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-6043,11/26/2012 17:55:01,11/26/2012 17:55:01,0,11/26/2012 18:55:00,.999722222222222,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-6044,11/26/2012 17:55:01,11/26/2012 18:55:00,.999722222222222,11/26/2012 18:55:00,0,4.3,2,MEDIUM,NONE,NONE,PARTIAL
CVE-2012-6038,11/26/2012 17:55:01,11/26/2012 17:55:01,0,11/26/2012 17:55:01,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2012-6040,11/26/2012 17:55:01,11/26/2012 17:55:01,0,11/26/2012 17:55:01,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-6041,11/26/2012 17:55:01,11/26/2012 17:55:01,0,11/26/2012 17:55:01,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-6042,11/26/2012 17:55:01,11/26/2012 17:55:01,0,11/26/2012 17:55:01,0,4.3,2,MEDIUM,NONE,NONE,PARTIAL
CVE-2010-5281,11/26/2012 18:55:00,11/26/2012 18:55:00,0,11/26/2012 18:55:01,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2010-5282,11/26/2012 18:55:00,11/26/2012 18:55:01,.000277777777777778,11/26/2012 18:55:01,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-5284,11/26/2012 18:55:01,11/26/2012 18:55:01,0,11/26/2012 23:49:26,4.90694444444444,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-5285,11/26/2012 18:55:01,11/26/2012 23:49:26,4.90694444444444,11/26/2012 23:49:26,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2010-5283,11/26/2012 18:55:01,11/26/2012 18:55:01,0,11/26/2012 18:55:01,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-6049,11/26/2012 23:49:26,11/26/2012 23:49:26,0,11/27/2012 16:55:00,17.0927777777778,5,2,LOW,PARTIAL,NONE,NONE
CVE-2012-6050,11/26/2012 23:49:26,11/27/2012 16:55:00,17.0927777777778,11/27/2012 20:55:00,4,6.4,2,LOW,PARTIAL,NONE,PARTIAL
CVE-2012-6045,11/26/2012 23:49:26,11/26/2012 23:49:26,0,11/26/2012 23:49:26,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-6047,11/26/2012 23:49:26,11/26/2012 23:49:26,0,11/26/2012 23:49:26,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-6048,11/26/2012 23:49:26,11/26/2012 23:49:26,0,11/26/2012 23:49:26,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-4611,11/27/2012 16:55:00,11/27/2012 20:55:00,4,11/27/2012 20:55:01,.000277777777777778,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5130,11/27/2012 20:55:00,11/27/2012 20:55:01,.000277777777777778,11/27/2012 20:55:01,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-5134,11/27/2012 20:55:01,11/27/2012 20:55:01,0,11/28/2012 8:03:09,11.1355555555556,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5136,11/27/2012 20:55:01,11/28/2012 8:03:09,11.1355555555556,11/28/2012 8:03:10,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5132,11/27/2012 20:55:01,11/27/2012 20:55:01,0,11/27/2012 20:55:01,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-2739,11/28/2012 8:03:09,11/28/2012 8:03:10,.000277777777777778,11/28/2012 8:03:10,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-5373,11/28/2012 8:03:10,11/28/2012 8:03:10,0,11/29/2012 8:14:37,24.1908333333333,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-6051,11/28/2012 8:03:10,11/29/2012 8:14:37,24.1908333333333,11/30/2012 7:54:16,23.6608333333333,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-5370,11/28/2012 8:03:10,11/28/2012 8:03:10,0,11/28/2012 8:03:10,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-5371,11/28/2012 8:03:10,11/28/2012 8:03:10,0,11/28/2012 8:03:10,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-5372,11/28/2012 8:03:10,11/28/2012 8:03:10,0,11/28/2012 8:03:10,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2012-4841,11/29/2012 8:14:37,11/30/2012 7:54:16,23.6608333333333,11/30/2012 7:54:16,0,5,2,LOW,NONE,NONE,PARTIAL
